Data,Label
,
,
,
,
,
,
,
,
,
مستقل محرومیوں پر بھی تو دل مانا نہیں                                                                                                                   لاکھ سمجھایا کہ اس محفل میں اب جانا نہیں خود فریبی ہی سہی کیا کیجئے دل کا علاج تو نظر پھیرے تو ہم سمجھیں کہ پہچانا نہیں ایک دنیا منتظر ہے اور تیری بزم میں اس طرح بیٹھے ہیں ہم جیسے کہیں جانا نہیں جی میں جو آتی ہے کر گزرو کہیں ایسا نہ ہو کل پشیماں ہوں کہ کیوں دل کا کہا مانا نہیں زندگی پر اس سے بڑھ کر طنز کیا ہوگا فرازؔ اس کا یہ کہنا کہ تو شاعر ہے دیوانا نہیں,Sad
,
,
,
,
,
,
,
,
,
میں تو مقتل میں بھی قسمت کا سکندر نکلا                                                                                                                  قرعۂ فال مرے نام کا اکثر نکلا تھا جنہیں زعم وہ دریا بھی مجھی میں ڈوبے میں کہ صحرا نظر آتا تھا سمندر نکلا میں نے اس جان بہاراں کو بہت یاد کیا جب کوئی پھول مری شاخ ہنر پر نکلا شہر والوں کی محبت کا میں قائل ہوں مگر میں نے جس ہاتھ کو چوما وہی خنجر نکلا تو یہیں ہار گیا ہے مرے بزدل دشمن مجھ سے تنہا کے مقابل ترا لشکر نکلا میں کہ صحرائے محبت کا مسافر تھا فرازؔ ایک جھونکا تھا کہ خوشبو کے سفر پر نکلا,Sad
,
,
,
,
,
,
,
,
,
,
,
ہوا کے زور سے پندار بام و در بھی گیا                                                                                                                        چراغ کو جو بچاتے تھے ان کا گھر بھی گیا پکارتے رہے محفوظ کشتیوں والے میں ڈوبتا ہوا دریا کے پار اتر بھی گیا اب احتیاط کی دیوار کیا اٹھاتے ہو جو چور دل میں چھپا تھا وہ کام کر بھی گیا میں چپ رہا کہ اسی میں تھی عافیت جاں کی کوئی تو میری طرح تھا جو دار پر بھی گیا سلگتے سوچتے ویران موسموں کی طرح کڑا تھا عہد جوانی مگر گزر بھی گیا جسے بھلا نہ سکا اس کو یاد کیا رکھتا جو نام لب پہ رہا ذہن سے اتر بھی گیا پھٹی پھٹی ہوئی آنکھوں سے یوں نہ دیکھ مجھے تجھے تلاش ہے جس شخص کی وہ مر بھی گیا مگر فلک کو عداوت اسی کے گھر سے تھی جہاں فرازؔ نہ تھا سیل غم ادھر بھی گیا,Sad
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
سب قرینے اسی دل دار کے رکھ دیتے ہیں                                                                                                                   ہم غزل میں بھی ہنر یار کے رکھ دیتے ہیں شاید آ جائیں کبھی چشم خریدار میں ہم جان و دل بیچ میں بازار کے رکھ دیتے ہیں تاکہ طعنہ نہ ملے ہم کو تنک ظرفی کا ہم قدح سامنے اغیار کے رکھ دیتے ہیں اب کسے رنج اسیری کہ قفس میں صیاد سارے منظر گل و گلزار کے رکھ دیتے ہیں ذکر جاناں میں یہ دنیا کو کہاں لے آئے لوگ کیوں مسئلے بے کار کے رکھ دیتے ہیں وقت وہ رنگ دکھاتا ہے کہ اہل دل بھی طاق نسیاں پہ سخن یار کے رکھ دیتے ہیں زندگی تیری امانت ہے مگر کیا کیجے لوگ یہ بوجھ بھی تھک ہار کے رکھ دیتے ہیں ہم تو چاہت میں بھی غالبؔ کے مقلد ہیں فرازؔ جس پہ مرتے ہیں اسے مار کے رکھ دیتے ہیں,Sad
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
اب شوق سے کہ جاں سے گزر جانا چاہیئے                                                                    بول اے ہوائے شہر کدھر جانا چاہیئے کب تک اسی کو آخری منزل کہیں گے ہم کوئے مراد سے بھی ادھر جانا چاہیئے وہ وقت آ گیا ہے کہ ساحل کو چھوڑ کر گہرے سمندروں میں اتر جانا چاہیئے اب رفتگاں کی بات نہیں کارواں کی ہے جس سمت بھی ہو گرد سفر جانا چاہیئے کچھ تو ثبوت خون تمنا کہیں ملے ہے دل تہی تو آنکھ کو بھر جانا چاہیئے یا اپنی خواہشوں کو مقدس نہ جانتے یا خواہشوں کے ساتھ ہی مر جانا چاہیئے,Sad
,
,
,
,
,
,
,
,
,
,
,
اب کیا سوچیں کیا حالات تھے کس کارن یہ زہر پیا ہے                                                             ہم نے اس کے شہر کو چھوڑا اور آنکھوں کو موند لیا ہے اپنا یہ شیوہ تو نہیں تھا اپنے غم اوروں کو سونپیں خود تو جاگتے یا سوتے ہیں اس کو کیوں بے خواب کیا ہے خلقت کے آوازے بھی تھے بند اس کے دروازے بھی تھے پھر بھی اس کوچے سے گزرے پھر بھی اس کا نام لیا ہے ہجر کی رت جاں لیوا تھی پر غلط سبھی اندازے نکلے تازہ رفاقت کے موسم تک میں بھی جیا ہوں وہ بھی جیا ہے ایک فرازؔ تمہیں تنہا ہو جو اب تک دکھ کے رسیا ہو ورنہ اکثر دل والوں نے درد کا رستہ چھوڑ دیا ہے جو قربتوں کے نشے تھے وہ اب اترنے لگے ہوا چلی ہے تو جھونکے اداس کرنے لگے گئی رتوں کا تعلق بھی جان لیوا تھا بہت سے پھول نئے موسموں میں مرنے لگے وہ مدتوں کی جدائی کے بعد ہم سے ملا تو اس طرح سے کہ اب ہم گریز کرنے لگے غزل میں جیسے ترے خد و خال بول اٹھیں کہ جس طرح تری تصویر بات کرنے لگے بہت دنوں سے وہ گمبھیر خامشی ہے فرازؔ کہ لوگ اپنے خیالوں سے آپ ڈرنے لگ,Sad
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
دکھ فسانہ نہیں کہ تجھ سے کہیں                                                                                                                             دل بھی مانا نہیں کہ تجھ سے کہیں آج تک اپنی بیکلی کا سبب خود بھی جانا نہیں کہ تجھ سے کہیں بے طرح حال دل ہے اور تجھ سے دوستانہ نہیں کہ تجھ سے کہیں ایک تو حرف آشنا تھا مگر اب زمانہ نہیں کہ تجھ سے کہیں قاصدا ہم فقیر لوگوں کا اک ٹھکانہ نہیں کہ تجھ سے کہیں اے خدا درد دل ہے بخشش دوست آب و دانہ نہیں کہ تجھ سے کہیں اب تو اپنا بھی اس گلی میں فرازؔ آنا جانا نہیں کہ تجھ سے کہیں,Sad
,
,
,
,
,
,
,
,
,
,
,
,
,
تجھ سے بچھڑ کے ہم بھی مقدر کے ہو گئے                                                                       پھر جو بھی در ملا ہے اسی در کے ہو گئے پھر یوں ہوا کہ غیر کو دل سے لگا لیا اندر وہ نفرتیں تھیں کہ باہر کے ہو گئے کیا لوگ تھے کہ جان سے بڑھ کر عزیز تھے اب دل سے محو نام بھی اکثر کے ہو گئے اے یاد یار تجھ سے کریں کیا شکایتیں اے درد ہجر ہم بھی تو پتھر کے ہو گئے سمجھا رہے تھے مجھ کو سبھی ناصحان شہر پھر رفتہ رفتہ خود اسی کافر کے ہو گئے اب کے نہ انتظار کریں چارہ گر کہ ہم اب کے گئے تو کوئے ستم گر کے ہو گئے روتے ہو اک جزیرۂ جاں کو فرازؔ تم دیکھو تو کتنے شہر سمندر کے ہو گئے,Sad
,
,
,
,
,
,
,
,
,
,
,
,
,
ایسے چپ ہیں کہ یہ منزل بھی کڑی ہو جیسے                                                                     تیرا ملنا بھی جدائی کی گھڑی ہو جیسے اپنے ہی سائے سے ہر گام لرز جاتا ہوں راستے میں کوئی دیوار کھڑی ہو جیسے کتنے ناداں ہیں ترے بھولنے والے کہ تجھے یاد کرنے کے لیے عمر پڑی ہو جیسے تیرے ماتھے کی شکن پہلے بھی دیکھی تھی مگر یہ گرہ اب کے مرے دل میں پڑی ہو جیسے منزلیں دور بھی ہیں منزلیں نزدیک بھی ہیں اپنے ہی پاؤں میں زنجیر پڑی ہو جیسے آج دل کھول کے روئے ہیں تو یوں خوش ہیں فرازؔ چند لمحوں کی یہ راحت بھی بڑی ہو جیسے,Sad
,
,
,
,
,
,
,
,
,
,
,
